Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Los Angeles Metropolitan Area,S.F. Bay Area,Inland Empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-14,"$437,100","$623,110","$214,290","$221,550","$238,888","$464,350","$160,000","$385,710","$202,100","$140,000","$230,680","$201,000","$179,230","$158,460",,"$395,660","$206,670","$975,000","$245,830","$270,000","$154,000","$450,000","$521,250","$536,750","$326,923","$675,540","$367,190","$207,500","$310,670","$263,810","$418,000","$188,550","$490,280","$974,490","$245,890","$491,350","$1,170,500","$605,470","$865,000","$635,000","$213,410","$173,330","$312,350","$480,000","$214,760","$207,690","$180,000","$165,380","$220,830","$559,320","$326,560","$202,940",,"$401,810","$667,860","$270,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-14,"$448,720","$656,140","$190,000","$231,670","$239,062","$494,280","$160,000","$366,950","$192,880","$170,000","$238,460","$200,000","$166,250","$158,000",,"$406,750","$214,060","$987,000","$237,500","$263,675","$164,550","$474,999","$451,500","$531,950","$315,217","$679,820","$375,160","$231,500","$309,240","$267,260","$430,000","$199,420","$492,080","$1,132,810","$251,100","$465,310","$1,001,000","$633,330","$900,500","$626,500","$202,270","$150,000","$315,150","$460,000","$212,500","$218,750","$250,000","$172,500","$237,500","$575,390","$331,250","$191,670",,"$411,660","$705,620","$263,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-14,"$465,470","$680,020","$242,860","$237,880","$243,332","$519,670","$170,000","$374,240","$199,540","$152,500","$254,350","$209,950","$171,670","$170,000",,"$411,640","$223,210","$1,047,500","$241,670","$295,000","$171,430","$575,000","$445,000","$587,500","$277,941","$698,260","$383,070","$189,000","$323,890","$273,970","$417,500","$214,460","$498,020","$1,120,000","$248,680","$487,500","$1,140,000","$736,110","$878,080","$681,500","$214,020","$170,000","$310,000","$490,000","$223,870","$214,580","$178,000","$177,140","$244,440","$568,360","$361,630","$194,000",,"$425,720","$707,270","$279,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-14,"$457,700","$695,210","$238,890","$245,000","$253,409","$510,990","$200,000","$372,950","$201,080","$175,000","$248,960","$215,000","$194,440","$184,440",,"$435,950","$206,250","$1,050,000","$237,500","$330,150","$158,820","$687,499","$485,000","$529,000","$316,130","$696,680","$382,970","$230,250","$321,840","$271,630","$420,000","$204,860","$531,350","$1,206,900","$267,020","$503,250","$1,150,000","$659,480","$902,500","$699,500","$226,790","$163,750","$310,000","$495,000","$233,050","$207,690","$182,500","$176,520","$237,500","$571,250","$377,420","$206,250",,"$416,550","$714,270","$279,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-14,"$464,750","$688,870","$247,500","$276,140","$240,789","$546,580","$163,333","$385,160","$201,530","$145,000","$247,000","$210,160","$175,450","$174,540",,"$461,290","$211,110","$1,058,000","$300,000","$299,000","$173,640","$500,000","$445,000","$599,000","$303,448","$695,270","$381,040","$217,500","$319,960","$276,190","$415,000","$216,570","$523,070","$1,094,594","$259,900","$490,540","$1,117,500","$685,480","$860,750","$725,000","$216,460","$160,000","$335,000","$500,000","$230,040","$225,000","$165,000","$174,670","$238,160","$585,830","$340,540","$183,333",,"$421,050","$708,140","$275,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-14,"$481,250","$691,500","$211,110","$241,450","$240,000","$538,510","$157,500","$391,670","$203,760","$170,000","$255,260","$214,680","$183,330","$178,330",,"$474,640","$213,890","$952,500","$216,670","$292,975","$186,670","$474,999","$492,500","$525,000","$338,890","$699,430","$388,720","$278,570","$318,640","$272,750","$415,000","$208,550","$510,860","$979,510","$265,060","$475,000","$1,000,000","$806,030","$865,000","$657,600","$212,190","$127,500","$320,000","$475,000","$232,240","$230,000","$156,670","$184,440","$214,710","$602,060","$396,550","$208,750",,"$434,370","$694,320","$274,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-14,"$462,380","$652,610","$225,000","$235,710","$233,330","$499,220","$140,000","$364,650","$208,210","$147,500","$246,050","$215,000","$183,330","$180,000",,"$486,030","$207,500","$1,181,500","$250,000","$295,000","$159,500","$450,000","$451,000","$601,139","$306,250","$696,190","$384,850","$259,380","$316,500","$276,960","$424,000","$212,790","$519,420","$1,066,860","$265,400","$480,640","$1,075,000","$778,230","$850,000","$670,000","$222,550","$155,000","$320,000","$496,000","$230,000","$206,820","$170,000","$175,000","$215,910","$589,080","$344,230","$219,440",,"$413,730","$683,170","$275,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,"$450,460","$659,660","$265,000","$233,780","$247,370","$490,480","$157,500","$355,800","$200,600","$167,500","$260,340","$215,000","$168,670","$190,000",,"$477,600","$210,420","$980,000","$225,000","$355,000","$190,710","$483,333","$460,000","$539,000","$315,520","$692,390","$380,170","$255,000","$321,750","$270,150","$435,000","$208,080","$493,030","$1,200,760","$263,270","$455,660","$1,071,000","$570,000","$870,000","$715,000","$220,920","$161,670","$320,000","$490,000","$228,630","$213,240","$160,000","$179,060","$219,640","$583,810","$344,740","$210,940",,"$412,190","$698,370","$274,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-14,"$444,630","$670,320","$231,250","$241,910","$230,550","$457,630","$132,500","$374,540","$200,000","$95,000","$262,500","$211,220","$192,500","$186,670",,"$434,070","$236,360","$1,075,000","$250,000","$329,000","$177,650","$350,000","$460,000","$619,500","$309,370","$689,480","$369,490","$200,000","$320,880","$266,260","$431,000","$213,780","$491,690","$1,163,790","$249,080","$453,950","$1,092,500","$643,290","$850,000","$689,500","$210,610","$172,500","$322,200","$475,000","$230,950","$218,180","$175,000","$187,000","$220,000","$549,440","$343,180","$190,000",,"$417,270","$691,520","$276,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-14,"$453,270","$645,680","$229,540","$231,820","$243,750","$483,330","$155,000","$385,230","$204,430","$176,670","$263,000","$211,250","$195,550","$162,860",,"$464,650","$212,500","$980,000","$245,000","$270,000","$178,230","$625,000","$430,000","$497,500","$314,290","$683,490","$387,500","$233,330","$322,020","$269,350","$435,000","$216,020","$494,500","$1,058,820","$267,070","$488,130","$980,000","$655,000","$846,500","$698,500","$208,160","$135,000","$320,000","$515,000","$228,160","$200,000","$205,000","$178,620","$211,670","$569,600","$344,590","$207,140",,"$413,150","$660,200","$281,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-15,"$428,980","$610,130","$210,710","$231,730","$228,120","$442,440","$160,000","$375,000","$211,470","$162,500","$263,890","$195,000","$172,500","$163,330",,"$441,610","$245,000","$957,000","$268,750","$257,500","$168,750","$583,333","$420,000","$495,000","$339,290","$674,340","$375,980","$275,000","$306,060","$256,670","$435,000","$206,660","$496,380","$986,610","$263,360","$478,720","$1,012,500","$690,220","$815,000","$665,000","$216,130","$195,000","$315,000","$474,500","$230,790","$227,080","$164,290","$173,330","$236,360","$582,630","$307,500","$204,170",,"$395,200","$610,180","$267,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-15,"$429,930","$651,950","$271,430","$247,320","$230,000","$476,340","$200,000","$384,880","$210,320","$220,000","$250,000","$217,500","$196,000","$184,290",,"$419,260","$217,500","$1,000,000","$250,000","$309,000","$168,750","$937,499","$500,000","$480,000","$320,000","$680,290","$375,380","$180,000","$323,220","$283,960","$450,000","$213,930","$499,000","$1,154,760","$270,750","$491,670","$1,200,000","$556,820","$915,130","$675,000","$225,860","$148,330","$330,000","$488,250","$237,680","$213,330","$150,000","$172,140","$195,000","$568,840","$372,860","$215,220",,"$409,810","$669,800","$282,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-15,"$464,640","$713,060","$250,000","$233,930","$258,330","$491,780","$140,000","$393,400","$213,960","$190,000","$253,120","$208,550","$190,000","$225,000",,"$419,370","$198,750","$1,142,500","$275,000","$290,000","$190,000","$562,500","$510,000","$554,750","$330,360","$696,060","$383,330","$241,670","$331,710","$282,080","$474,900","$215,640","$530,650","$1,275,000","$272,500","$507,440","$1,300,000","$797,410","$932,100","$747,250","$223,750","$176,670","$350,000","$500,500","$242,170","$250,000","$163,330","$182,630","$232,140","$596,890","$334,720","$198,890",,"$427,990","$730,650","$290,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-15,"$484,370","$742,340","$227,500","$253,850","$258,330","$553,030","$132,220","$405,170","$217,510","$153,330","$256,250","$215,050","$172,860","$200,000",,"$427,010","$222,500","$1,100,000","$245,830","$350,000","$204,840","$562,500","$455,000","$635,000","$336,760","$705,190","$394,570","$212,500","$333,520","$283,600","$465,000","$219,150","$530,810","$1,348,480","$280,870","$522,220","$1,280,000","$681,030","$960,000","$757,500","$230,930","$153,330","$339,000","$535,000","$243,800","$211,110","$167,500","$188,460","$230,000","$598,500","$376,190","$206,670",,"$434,470","$770,290","$288,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-15,"$489,190","$763,740","$233,330","$261,110","$296,870","$557,060","$170,000","$436,510","$216,110","$170,000","$250,000","$228,600","$183,330","$217,190",,"$432,570","$222,060","$1,150,000","$250,000","$310,000","$203,570","$450,000","$530,000","$582,500","$340,620","$717,850","$403,420","$205,000","$332,490","$293,480","$444,990","$220,890","$538,660","$1,375,000","$280,000","$498,147","$1,330,000","$820,120","$993,000","$684,500","$231,030","$145,000","$355,000","$540,000","$245,570","$218,060","$186,000","$188,790","$241,670","$620,460","$393,180","$219,440",,"$440,050","$772,560","$288,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-15,"$492,250","$750,000","$256,250","$253,660","$256,580","$555,000","$212,500","$410,320","$223,150","$253,120","$273,280","$219,330","$195,380","$211,670",,"$473,290","$199,000","$1,105,000","$281,250","$305,100","$206,080","$687,499","$485,000","$609,000","$341,300","$716,730","$402,870","$300,000","$337,380","$295,310","$479,000","$231,300","$569,530","$1,308,500","$296,030","$534,650","$1,300,000","$735,000","$990,000","$726,000","$235,170","$152,860","$353,000","$545,000","$249,670","$236,000","$200,000","$194,170","$248,610","$634,190","$393,590","$226,320",,"$449,530","$748,340","$297,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-15,"$490,780","$765,000","$287,000","$265,000","$270,000","$550,000","$206,000","$420,750","$225,000","$177,500","$274,900","$229,700","$193,790","$212,000",,"$490,360","$215,000","$1,049,000","$277,000","$317,000","$195,900","$450,000","$479,500","$630,000","$321,000","$720,000","$395,000","$250,000","$335,000","$291,000","$450,000","$230,180","$549,000","$1,284,440","$290,000","$519,000","$1,300,440","$707,000","$965,000","$750,000","$233,000","$169,500","$350,000","$543,500","$250,000","$224,440","$202,500","$185,800","$274,000","$622,580","$382,500","$229,500",,"$452,200","$774,400","$294,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-15,"$497,520","$735,000","$335,000","$264,250","$249,000","$560,000","$190,000","$383,000","$220,000","$206,000","$268,000","$225,000","$184,000","$215,000",,"$492,360","$211,500","$1,077,500","$277,500","$345,000","$190,000","$550,000","$470,000","$590,000","$325,000","$714,380","$403,000","$248,000","$335,000","$290,000","$460,000","$230,530","$539,000","$1,225,440","$291,500","$507,500","$1,234,000","$713,500","$973,000","$715,000","$230,000","$145,000","$360,000","$549,000","$248,000","$240,000","$156,000","$191,250","$244,800","$620,150","$387,000","$222,000",,"$446,910","$748,680","$293,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-15,"$484,670","$731,000","$240,500","$248,000","$262,000","$525,000","$216,500","$399,000","$220,000","$231,250","$270,000","$219,900","$198,000","$225,000",,"$517,750","$218,480","$1,050,000","$236,150","$340,000","$205,050","$550,000","$480,000","$617,500","$339,900","$705,000","$390,000","$267,500","$329,000","$290,700","$466,000","$229,890","$525,000","$1,189,000","$295,000","$518,000","$1,200,000","$745,000","$955,000","$755,000","$238,450","$175,000","$350,000","$541,500","$252,000","$231,000","$192,500","$189,540","$249,000","$599,710","$409,000","$230,000",,"$440,870","$734,330","$289,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-15,"$478,780","$710,000","$267,000","$262,000","$246,940","$505,000","$249,000","$385,000","$215,000","$201,500","$255,000","$210,000","$180,000","$210,000",,"$509,570","$202,500","$1,200,000","$248,750","$353,500","$195,000","$599,000","$486,000","$655,000","$330,500","$700,000","$397,500","$264,760","$330,000","$290,000","$487,500","$231,330","$520,500","$1,295,000","$280,000","$526,650","$1,188,940","$725,000","$951,000","$743,750","$234,500","$187,000","$342,500","$529,750","$259,000","$250,000","$195,250","$191,450","$250,000","$604,610","$370,000","$228,500",,"$443,540","$732,070","$293,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-15,"$477,060","$730,000","$285,000","$235,000","$246,250","$550,000","$265,000","$394,950","$225,000","$190,000","$275,000","$219,000","$185,000","$256,000",,"$457,870","$220,000","$1,200,000","$276,000","$369,000","$215,000","$548,000","$512,500","$689,400","$341,250","$705,000","$397,750","$213,500","$330,000","$290,000","$512,500","$236,220","$532,380","$1,300,000","$292,500","$530,810","$1,195,000","$650,000","$965,000","$703,750","$236,250","$160,000","$355,000","$527,000","$249,500","$260,000","$150,000","$174,900","$238,750","$623,400","$400,000","$202,000",,"$441,390","$745,440","$293,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-15,"$489,770","$731,500","$275,000","$256,500","$270,000","$500,000","$195,000","$413,750","$225,000","$174,500","$285,000","$215,000","$200,000","$218,000",,"$502,750","$228,500","$1,100,000","$224,900","$360,000","$211,000","$995,000","$520,000","$595,500","$350,000","$700,000","$395,000","$264,500","$341,000","$296,500","$452,500","$234,080","$530,000","$1,204,000","$285,000","$549,000","$1,194,000","$602,500","$920,000","$703,940","$234,570","$141,750","$349,450","$549,000","$249,950","$222,000","$185,000","$195,500","$229,000","$601,910","$354,750","$233,000",,"$448,930","$729,690","$300,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-16,"$467,160","$700,000","$215,500","$260,000","$258,750","$500,000","$157,000","$405,000","$216,000","$159,975","$247,800","$215,000","$190,000","$235,000","$105,000","$480,950","$227,500","$952,500","$279,000","$355,000","$193,950","$475,000","$500,000","$584,500","$339,500","$699,900","$405,000","$342,000","$328,000","$281,000","$480,000","$234,460","$530,000","$1,160,000","$290,000","$540,000","$1,077,500","$748,000","$895,000","$694,500","$226,250","$195,000","$354,000","$550,000","$245,000","$213,700","$190,000","$195,000","$210,000","$638,590","$345,000","$210,000",,"$434,000","$690,000","$291,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-16,"$444,780","$715,000","$275,000","$264,960","$262,500","$529,000","$175,000","$422,000","$214,250","$197,500","$265,540","$220,000","$205,000","$190,000","$135,000","$444,410","$219,920","$1,141,400","$264,250","$382,500","$199,000","$282,450","$497,980","$650,000","$295,950","$705,000","$417,000","$269,000","$330,000","$299,000","$464,500","$226,870","$523,500","$1,410,000","$295,000","$518,000","$1,200,000","$735,000","$942,500","$794,500","$212,250","$168,000","$361,500","$540,000","$250,000","$230,000","$170,750","$190,000","$256,500","$610,820","$379,500","$225,000",,"$429,980","$698,950","$290,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,"$484,120","$758,000","$307,000","$286,810","$270,000","$548,780","$199,000","$435,010","$231,000","$196,000","$280,000","$220,000","$205,000","$242,450","$112,000","$441,700","$219,500","$1,187,500","$227,500","$379,000","$185,000","$580,000","$490,000","$650,000","$364,900","$720,200","$405,000","$225,000","$350,000","$305,000","$495,000","$237,350","$550,000","$1,355,000","$295,000","$550,000","$1,205,000","$569,000","$1,065,000","$790,000","$222,250","$151,000","$370,000","$560,000","$262,000","$232,000","$189,500","$198,000","$244,900","$620,020","$362,500","$235,450",,"$448,420","$761,090","$309,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,"$509,240","$800,000","$235,000","$272,750","$276,000","$565,000","$315,000","$432,000","$229,000","$225,000","$277,500","$215,600","$202,000","$240,500","$152,950","$457,180","$215,000","$1,200,000","$235,000","$331,000","$205,000","$316,500","$529,900","$629,980","$327,500","$735,000","$429,500","$277,000","$350,000","$309,000","$479,000","$236,850","$557,000","$1,400,000","$300,500","$535,000","$1,312,500","$725,000","$1,085,000","$775,500","$223,950","$166,000","$380,000","$569,000","$265,000","$232,000","$184,000","$207,250","$253,750","$630,100","$419,000","$240,000",,"$460,940","$831,180","$310,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-16,"$519,930","$828,000","$268,500","$271,000","$287,500","$595,000","$189,500","$429,500","$232,000","$175,000","$270,000","$225,000","$215,000","$238,000","$134,450","$467,290","$213,500","$1,237,500","$299,000","$330,000","$223,500","$585,000","$540,000","$645,770","$354,000","$731,750","$427,000","$225,000","$355,000","$317,950","$479,000","$245,080","$565,000","$1,360,000","$320,000","$540,000","$1,392,500","$689,000","$1,100,000","$800,000","$229,000","$175,000","$385,500","$580,000","$265,000","$235,000","$170,000","$205,000","$242,500","$617,740","$398,000","$225,000",,"$469,090","$848,580","$315,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-16,"$518,980","$803,000","$319,000","$275,000","$315,000","$625,000","$198,750","$461,550","$241,000","$205,000","$284,000","$239,700","$207,000","$259,000","$166,000","$502,190","$230,380","$1,218,500","$264,000","$350,000","$213,500","$664,250","$537,000","$619,000","$352,000","$754,000","$430,000","$270,000","$360,000","$329,000","$511,500","$245,220","$560,000","$1,350,000","$315,000","$525,000","$1,306,250","$742,000","$1,050,000","$800,000","$243,000","$215,000","$390,000","$608,000","$276,000","$251,000","$235,000","$210,000","$245,000","$662,500","$399,900","$250,000",,"$473,670","$841,960","$319,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-16,"$511,420","$800,000","$275,000","$288,750","$291,000","$625,000","$201,280","$425,000","$235,700","$225,000","$307,900","$233,500","$215,000","$245,250","$165,000","$513,700","$233,000","$1,150,000","$270,000","$345,000","$215,000","$534,600","$539,750","$634,380","$359,000","$734,000","$435,000","$245,000","$359,900","$320,000","$485,000","$248,000","$560,000","$1,362,500","$308,500","$549,000","$1,350,000","$583,800","$1,045,000","$756,500","$229,450","$214,000","$381,000","$572,500","$270,000","$275,000","$184,000","$215,000","$245,000","$615,000","$389,000","$254,500",,"$465,000","$810,510","$317,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-16,"$527,490","$775,000","$257,500","$264,120","$310,000","$570,000","$174,500","$425,000","$239,000","$230,500","$290,000","$220,000","$209,220","$234,500","$185,000","$520,400","$245,000","$1,200,000","$311,500","$362,500","$220,000","$532,500","$515,000","$625,000","$343,000","$749,000","$430,000","$275,000","$355,000","$323,500","$538,380","$240,500","$563,000","$1,257,500","$325,000","$535,000","$1,250,000","$775,000","$975,000","$824,000","$248,000","$204,500","$410,000","$585,000","$272,750","$267,410","$202,000","$204,900","$266,450","$609,000","$410,480","$249,900",,"$473,300","$777,160","$316,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-16,"$516,450","$760,000","$243,500","$275,000","$285,000","$549,900","$239,500","$419,000","$240,000","$220,500","$290,000","$215,000","$197,000","$220,000","$161,090","$550,705","$240,000","$1,165,000","$332,500","$370,000","$214,000","$465,000","$566,500","$650,000","$348,700","$739,000","$430,240","$278,500","$352,250","$317,500","$527,500","$251,750","$569,000","$1,218,750","$322,000","$574,750","$1,290,000","$732,500","$1,000,000","$774,500","$239,000","$192,000","$389,500","$590,000","$270,000","$247,500","$219,000","$209,900","$242,500","$583,800","$407,000","$245,000",,"$463,330","$770,150","$319,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-16,"$513,520","$775,000","$276,500","$293,000","$300,050","$535,650","$264,500","$419,000","$240,000","$185,050","$305,000","$227,000","$217,000","$262,500","$142,500","$536,760","$225,000","$1,225,000","$267,250","$360,000","$233,250","$379,000","$499,900","$618,250","$360,000","$750,000","$436,000","$215,000","$355,950","$320,000","$506,000","$245,000","$576,620","$1,407,500","$320,000","$538,500","$1,350,000","$595,000","$1,047,500","$799,900","$249,000","$182,500","$392,500","$595,000","$280,000","$250,500","$163,000","$205,000","$221,000","$599,000","$381,250","$236,000",,"$464,110","$803,190","$314,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-16,"$502,490","$800,000","$275,000","$279,000","$268,500","$569,000","$225,000","$442,000","$238,000","$215,000","$289,000","$225,000","$210,000","$259,000","$144,500","$487,060","$216,950","$1,050,000","$258,250","$371,500","$215,000","$618,750","$515,000","$637,500","$358,500","$734,500","$427,000","$266,000","$352,500","$325,000","$503,090","$250,000","$557,000","$1,360,500","$319,000","$560,000","$1,216,750","$719,500","$1,010,000","$795,000","$250,000","$183,000","$380,000","$578,000","$271,500","$259,000","$235,000","$217,500","$260,000","$625,000","$375,000","$265,000",,"$461,440","$809,150","$317,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-16,"$510,560","$755,000","$272,500","$294,250","$288,000","$550,000","$232,250","$434,500","$239,500","$197,500","$295,000","$220,000","$215,000","$210,000","$159,000","$522,520","$237,500","$1,118,700","$227,000","$366,000","$235,000","$528,500","$497,000","$605,000","$355,000","$745,000","$425,000","$230,000","$360,000","$314,940","$475,000","$255,000","$568,000","$1,315,210","$326,750","$559,000","$1,332,500","$735,000","$965,000","$805,000","$235,750","$255,000","$405,000","$585,000","$275,000","$253,500","$204,250","$204,950","$253,380","$589,150","$405,000","$247,450",,"$464,640","$775,820","$321,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-17,"$491,840","$755,000","$295,000","$264,000","$285,000","$540,000","$218,500","$414,250","$238,000","$221,000","$296,500","$215,000","$200,000","$215,000","$175,000","$509,130","$237,500","$1,150,000","$272,450","$417,500","$225,500","$526,750","$572,500","$662,500","$366,500","$740,000","$425,000","$300,250","$357,500","$305,000","$550,000","$245,440","$550,000","$1,250,000","$307,500","$536,000","$1,150,000","$710,000","$927,500","$800,000","$233,380","$239,000","$387,400","$579,500","$279,750","$252,000","$210,000","$202,500","$279,450","$587,250","$380,000","$250,000",,"$450,710","$730,200","$312,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-17,"$480,270","$786,000","$265,000","$290,000","$294,500","$554,250","$265,000","$419,500","$230,000","$181,500","$297,500","$218,000","$222,500","$230,000","$171,000","$470,200","$230,000","$1,174,500","$335,000","$381,500","$231,000","$520,880","$535,000","$660,000","$390,000","$745,000","$435,000","$210,000","$367,250","$324,900","$517,500","$265,000","$559,950","$1,276,000","$314,730","$556,000","$1,352,000","$844,000","$1,100,000","$799,000","$235,000","$240,000","$382,500","$598,640","$270,500","$269,120","$225,000","$216,500","$287,500","$582,500","$372,000","$256,500",,"$454,520","$784,470","$327,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-17,"$518,600","$833,750","$314,900","$287,500","$292,000","$585,000","$130,000","$450,000","$247,250","$211,000","$295,000","$225,000","$215,000","$215,000","$182,000","$465,810","$239,000","$1,250,000","$285,000","$395,000","$229,500","$1,022,500","$562,450","$675,000","$383,750","$760,000","$440,000","$565,000","$375,000","$326,750","$525,000","$260,000","$571,000","$1,350,000","$320,000","$547,500","$1,350,000","$810,000","$1,130,000","$814,500","$239,000","$184,000","$400,000","$635,000","$271,450","$258,000","$201,000","$210,000","$270,500","$627,000","$393,000","$254,900",,"$472,080","$830,000","$335,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-17,"$537,950","$875,000","$327,000","$302,900","$318,500","$653,694","$239,000","$474,500","$244,090","$230,000","$300,000","$236,750","$232,000","$248,468","$175,500","$480,230","$240,000","$1,325,000","$273,000","$358,000","$247,915","$516,250","$569,000","$685,000","$424,000","$775,000","$460,000","$239,000","$379,000","$326,000","$521,000","$255,500","$590,000","$1,402,500","$340,000","$572,500","$1,500,000","$569,000","$1,160,000","$815,000","$243,250","$200,000","$400,000","$608,000","$283,000","$249,500","$207,000","$214,900","$270,000","$635,000","$386,750","$267,500",,"$480,000","$885,000","$335,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
